Query,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232
Iran,17,0,0.0,14.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,15.0,0.0,12.0,12.0,14.0,12.0,13.0,10.0,12.0,0.0,0.0,16.0,17.0,0.0,0.0,18.0,0.0,0.0,0.0,14.0,0.0,12.0,12.0,0.0,15.0,0.0,0.0,12.0,0.0,0.0,10.0,13.0,13.0,11.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,11.0,10.0,0.0,0.0,9.0,10.0,10.0,0.0,9.0,10.0,28.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,9.0,11.0,10.0,9.0,0.0,9.0,10.0,10.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,9.0,0.0,0.0,16.0,16.0,0.0,0.0,10.0,8.0,9.0,0.0,12.0,0.0,11.0,8.0,0.0,10.0,9.0,10.0,8.0,9.0,7.0,8.0,0.0,0.0,9.0,9.0,8.0,0.0,0.0,8.0,8.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,12.0,9.0,8.0,13.0,10.0,11.0,0.0,0.0,8.0,14.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,9.0,8.0,9.0,0.0,0.0,8.0,0.0,9.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,36.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,100.0,13.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,14.0,0.0,0.0,11.0,10.0,0.0,0.0,0.0
Nicholas Berg,0,0,0.0,0.0,100.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christopher Reeve,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0
Spalding Gray,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,19.0,21.0,11.0,22.0,100.0,44.0,34.0,27.0,16.0,22.0,16.0,13.0,19.0,19.0,65.0,25.0,30.0,27.0,26.0,18.0,20.0,17.0,22.0,22.0,27.0,15.0,16.0,17.0,13.0,20.0,17.0,16.0,13.0,13.0,13.0,18.0,17.0,12.0,11.0,11.0,9.0,52.0,19.0,15.0,16.0,16.0,15.0,8.0,20.0,12.0,12.0,7.0,11.0,10.0,10.0,11.0,31.0,14.0,9.0,8.0,9.0,12.0,6.0,7.0,10.0,8.0,11.0,12.0,10.0,10.0,9.0,9.0,9.0,16.0,14.0,9.0,12.0,11.0,10.0,7.0,17.0,10.0,5.0,8.0,9.0,8.0,8.0,7.0,16.0,7.0,7.0,7.0,7.0,9.0,10.0,7.0,6.0,6.0,6.0,14.0,7.0,9.0,8.0,5.0,3.0,7.0,8.0,7.0,7.0,8.0,11.0,6.0,6.0,5.0,4.0,8.0,8.0,11.0,8.0,6.0,7.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0,7.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,3.0,7.0,4.0,4.0,3.0
Marlon Brando,0,0,8.0,9.0,8.0,8.0,100.0,10.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,0.0,7.0,6.0,7.0,7.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,6.0,7.0,10.0,8.0,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,9.0,0.0,7.0,0.0,0.0,7.0,8.0,0.0,9.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,7.0,8.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,9.0,8.0,0.0,8.0,9.0,9.0,0.0,9.0,8.0,0.0,8.0,10.0,8.0,8.0,0.0,7.0,0.0,8.0,9.0,9.0,8.0,7.0,8.0,7.0,9.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,11.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,7.0,6.0,0.0,7.0,7.0,8.0,0.0,0.0,7.0,0.0,6.0,7.0,0.0,6.0,0.0,0.0,8.0,0.0,0.0,8.0,8.0,0.0,6.0,6.0,8.0,0.0,6.0,0.0,0.0,7.0,7.0,0.0,0.0,11.0,0.0,8.0,0.0,6.0,0.0,6.0,7.0,8.0,0.0,6.0,8.0,10.0,6.0,6.0,7.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,0.0,0.0,0.0,8.0,0.0,6.0,7.0,7.0,7.0,0.0
Kenneth Bigley,0,0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,100.0,6.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spa,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,97.0,93.0,89.0,82.0,91.0,99.0,100.0,93.0,94.0,99.0,96.0,95.0,100.0,89.0,87.0,85.0,87.0,92.0,93.0,88.0,88.0,92.0,91.0,93.0,94.0,90.0,83.0,78.0,84.0,93.0,91.0,88.0,91.0,89.0,86.0,94.0,91.0,81.0,82.0,79.0,82.0,92.0,94.0,90.0,83.0,91.0,86.0,91.0,96.0,83.0,80.0,80.0,81.0,90.0,91.0,88.0,87.0,90.0,90.0,95.0,94.0,81.0,78.0,80.0,91.0,89.0,94.0,87.0,88.0,92.0,90.0,96.0,96.0,86.0,85.0,85.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
Movies,63,58,58.0,60.0,60.0,61.0,65.0,61.0,56.0,62.0,62.0,68.0,63.0,62.0,61.0,61.0,65.0,61.0,70.0,63.0,59.0,64.0,64.0,73.0,69.0,63.0,63.0,64.0,63.0,69.0,70.0,65.0,65.0,69.0,68.0,73.0,70.0,67.0,65.0,66.0,64.0,65.0,75.0,66.0,61.0,65.0,65.0,77.0,73.0,67.0,70.0,66.0,77.0,77.0,81.0,78.0,68.0,73.0,76.0,84.0,85.0,79.0,76.0,74.0,76.0,79.0,83.0,81.0,76.0,85.0,88.0,98.0,89.0,80.0,79.0,79.0,85.0,85.0,93.0,86.0,75.0,79.0,80.0,90.0,82.0,74.0,73.0,74.0,79.0,82.0,87.0,90.0,82.0,80.0,79.0,91.0,84.0,78.0,72.0,72.0,71.0,80.0,82.0,74.0,73.0,70.0,73.0,78.0,77.0,73.0,71.0,70.0,71.0,78.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,89.0,99.0,0.0,96.0,85.0,0.0,0.0,91.0,90.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,74.0,0.0,0.0,69.0,0.0,0.0,0.0,59.0,0.0,53.0,0.0,0.0,0.0,0.0,51.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,67.0,71.0
Nightclub,92,96,93.0,90.0,87.0,87.0,87.0,90.0,83.0,93.0,99.0,100.0,89.0,98.0,84.0,93.0,92.0,80.0,87.0,98.0,86.0,97.0,86.0,86.0,86.0,91.0,81.0,82.0,76.0,89.0,76.0,78.0,79.0,83.0,75.0,79.0,72.0,70.0,71.0,73.0,66.0,65.0,65.0,71.0,63.0,69.0,62.0,70.0,62.0,64.0,64.0,58.0,61.0,54.0,59.0,56.0,54.0,62.0,56.0,61.0,58.0,55.0,55.0,59.0,62.0,55.0,58.0,58.0,55.0,63.0,59.0,64.0,66.0,58.0,57.0,53.0,57.0,53.0,59.0,60.0,56.0,60.0,52.0,57.0,56.0,54.0,54.0,53.0,50.0,52.0,55.0,52.0,51.0,52.0,47.0,50.0,52.0,52.0,48.0,56.0,47.0,50.0,50.0,54.0,58.0,50.0,46.0,53.0,57.0,49.0,49.0,43.0,45.0,43.0,46.0,48.0,42.0,45.0,41.0,44.0,42.0,38.0,40.0,38.0,37.0,37.0,38.0,39.0,35.0,37.0,35.0,35.0,36.0,36.0,36.0,35.0,34.0,34.0,36.0,37.0,34.0,33.0,32.0,35.0,34.0,34.0,34.0,34.0,33.0,82.0,40.0,33.0,36.0,35.0,34.0,34.0,40.0,34.0,35.0,33.0,32.0,36.0,37.0,33.0,32.0,35.0,29.0,32.0,30.0,31.0,32.0,28.0,28.0,30.0,36.0,34.0,31.0,28.0,27.0,30.0,28.0,27.0,28.0,25.0,24.0,29.0,29.0,29.0,26.0,26.0,25.0,25.0,26.0,28.0,16.0,12.0,15.0,17.0,13.0,13.0,12.0,12.0,10.0,11.0,12.0,12.0,13.0,13.0,16.0,19.0,22.0,21.0,21.0,23.0,20.0,21.0,19.0,21.0,21.0,23.0,21.0,21.0,23.0,22.0,21.0,20.0,20.0,20.0,20.0,21.0,18.0,17.0
Pub,85,87,88.0,85.0,77.0,85.0,75.0,78.0,86.0,89.0,93.0,82.0,81.0,91.0,93.0,89.0,85.0,83.0,79.0,81.0,86.0,93.0,88.0,89.0,88.0,86.0,100.0,86.0,86.0,91.0,84.0,78.0,85.0,87.0,90.0,84.0,81.0,83.0,97.0,80.0,81.0,76.0,77.0,77.0,85.0,84.0,86.0,88.0,81.0,83.0,86.0,82.0,79.0,76.0,69.0,72.0,76.0,82.0,79.0,76.0,77.0,78.0,86.0,77.0,78.0,71.0,70.0,72.0,73.0,80.0,78.0,77.0,72.0,75.0,80.0,69.0,74.0,73.0,71.0,70.0,76.0,77.0,77.0,79.0,76.0,75.0,80.0,77.0,73.0,73.0,71.0,67.0,74.0,74.0,80.0,78.0,72.0,76.0,77.0,72.0,68.0,70.0,70.0,66.0,71.0,68.0,74.0,75.0,66.0,68.0,75.0,70.0,68.0,70.0,66.0,67.0,67.0,70.0,71.0,73.0,68.0,70.0,72.0,70.0,69.0,68.0,67.0,65.0,63.0,69.0,72.0,69.0,67.0,67.0,73.0,67.0,67.0,65.0,63.0,64.0,68.0,68.0,67.0,67.0,67.0,73.0,75.0,66.0,70.0,69.0,68.0,68.0,70.0,71.0,69.0,70.0,67.0,72.0,75.0,73.0,69.0,70.0,71.0,72.0,73.0,72.0,71.0,76.0,69.0,71.0,80.0,73.0,72.0,74.0,73.0,74.0,74.0,73.0,72.0,77.0,70.0,74.0,78.0,71.0,71.0,72.0,71.0,76.0,71.0,75.0,74.0,76.0,70.0,74.0,54.0,40.0,45.0,53.0,66.0,75.0,62.0,54.0,45.0,47.0,40.0,44.0,46.0,59.0,61.0,66.0,71.0,66.0,65.0,67.0,63.0,64.0,56.0,63.0,63.0,63.0,63.0,60.0,61.0,63.0,60.0,62.0,56.0,63.0,59.0,64.0,64.0,62.0
Zoo,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,94.0,72.0,70.0,60.0,64.0,60.0,68.0,76.0,89.0,85.0,91.0,100.0,98.0,71.0,73.0,58.0,66.0,61.0,61.0,76.0,87.0,83.0,82.0,93.0,88.0,68.0,58.0,56.0,55.0,52.0,55.0,64.0,72.0,73.0,75.0,85.0,85.0,59.0,58.0,47.0,52.0,51.0,54.0,63.0,75.0,76.0,68.0,81.0,81.0,68.0,58.0,47.0,52.0,46.0,50.0,59.0,70.0,69.0,70.0,82.0,79.0,59.0,54.0,47.0,56.0,46.0,52.0,61.0,64.0,74.0,70.0,80.0,69.0,54.0,53.0,42.0,48.0,43.0,49.0,56.0,70.0,63.0,64.0,78.0,71.0,51.0,51.0,47.0,51.0,44.0,47.0,54.0,62.0,65.0,61.0,70.0,65.0,50.0,52.0,42.0,50.0,42.0,46.0,55.0,67.0,58.0,64.0,69.0,68.0,50.0,47.0,47.0,51.0,46.0,48.0,47.0,40.0,49.0,65.0,72.0,64.0,51.0,48.0,40.0,41.0,35.0,41.0,56.0,63.0,76.0,66.0,89.0,73.0,56.0,51.0,45.0,49.0,43.0,46.0,51.0,58.0,60.0,59.0,64.0,63.0,44.0,49.0,40.0,44.0,40.0,44.0,43.0,60.0
Christina Aguilera,100,95,81.0,71.0,62.0,58.0,59.0,58.0,54.0,65.0,59.0,53.0,48.0,51.0,45.0,39.0,37.0,34.0,33.0,32.0,29.0,28.0,35.0,29.0,25.0,26.0,25.0,24.0,28.0,43.0,48.0,63.0,56.0,56.0,66.0,65.0,52.0,50.0,53.0,44.0,35.0,36.0,34.0,28.0,24.0,25.0,37.0,36.0,37.0,35.0,21.0,18.0,20.0,17.0,16.0,18.0,31.0,32.0,36.0,28.0,22.0,18.0,16.0,18.0,17.0,17.0,17.0,16.0,18.0,18.0,17.0,21.0,20.0,17.0,20.0,26.0,54.0,48.0,30.0,25.0,22.0,31.0,34.0,58.0,31.0,73.0,37.0,28.0,27.0,30.0,25.0,32.0,31.0,40.0,36.0,34.0,43.0,48.0,28.0,35.0,27.0,19.0,19.0,22.0,39.0,49.0,56.0,39.0,28.0,29.0,29.0,28.0,30.0,28.0,25.0,25.0,28.0,34.0,36.0,39.0,28.0,29.0,22.0,20.0,20.0,16.0,15.0,20.0,14.0,13.0,14.0,14.0,12.0,23.0,20.0,17.0,14.0,11.0,11.0,14.0,12.0,11.0,11.0,11.0,10.0,12.0,18.0,13.0,15.0,12.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,13.0,8.0,7.0,6.0,11.0,9.0,14.0,12.0,8.0,8.0,9.0,7.0,7.0,8.0,9.0,7.0,7.0,5.0,6.0,6.0,7.0,6.0,7.0,7.0,8.0,9.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,7.0,6.0,5.0,5.0,7.0,5.0,6.0,4.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,8.0,7.0,7.0,6.0,5.0,5.0,5.0,7.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,12.0,6.0,7.0
Paris Hilton,90,87,54.0,49.0,40.0,54.0,49.0,49.0,48.0,55.0,43.0,53.0,55.0,100.0,58.0,49.0,72.0,59.0,59.0,43.0,41.0,39.0,38.0,37.0,37.0,40.0,33.0,33.0,37.0,45.0,47.0,48.0,46.0,40.0,44.0,60.0,65.0,57.0,36.0,33.0,50.0,90.0,43.0,35.0,31.0,27.0,29.0,29.0,26.0,25.0,25.0,22.0,20.0,19.0,18.0,26.0,17.0,19.0,17.0,19.0,19.0,16.0,16.0,15.0,17.0,24.0,18.0,15.0,12.0,12.0,10.0,11.0,11.0,11.0,10.0,11.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carmen Electra,95,90,92.0,100.0,80.0,79.0,80.0,79.0,74.0,72.0,68.0,81.0,80.0,71.0,74.0,75.0,71.0,71.0,67.0,61.0,58.0,55.0,61.0,63.0,63.0,70.0,61.0,76.0,61.0,60.0,65.0,56.0,45.0,45.0,47.0,48.0,53.0,44.0,48.0,44.0,40.0,41.0,39.0,38.0,31.0,30.0,31.0,33.0,37.0,35.0,37.0,33.0,29.0,32.0,30.0,32.0,27.0,22.0,25.0,39.0,36.0,41.0,28.0,31.0,25.0,28.0,35.0,24.0,21.0,18.0,44.0,29.0,24.0,21.0,18.0,19.0,18.0,19.0,19.0,18.0,17.0,16.0,15.0,18.0,18.0,14.0,15.0,12.0,11.0,14.0,13.0,13.0,10.0,10.0,11.0,12.0,11.0,11.0,12.0,13.0,12.0,10.0,10.0,10.0,10.0,8.0,9.0,15.0,14.0,9.0,11.0,14.0,9.0,9.0,10.0,10.0,8.0,9.0,10.0,8.0,13.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,6.0,6.0,6.0,7.0,7.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,7.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,17.0,15.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
